Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
The Year That Changed Everything,Cathy Kelly,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2018,400,Orion Publishing Co,English,1409153711,1409153711,https://www.bookdepository.com/Year-That-Changed-Everything-Cathy-Kelly/9781409153719?ref=grid-view,
Walk Through Fire,Kristen Ashley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Oct 2015,609,Little Brown & Company,English,1455533254,1455533254,https://www.bookdepository.com/Walk-Through-Fire-Kristen-Ashley/9781455533251?ref=grid-view,
Cupcakes at Carrington's,Alexandra Brown,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jul 2014,400,HarperCollins Publishers,English,0007488238,0007488238,https://www.bookdepository.com/Cupcakes-at-Carringtons-Alexandra-Brown/9780007488230?ref=grid-view,
Rhubarb,Craig Silvey,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Apr 2009,336,Fremantle Press,English,1921361492,1921361492,https://www.bookdepository.com/Rhubarb-Craig-Silvey/9781921361494?ref=grid-view,
Trouble,Linda Howard,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Dec 2010,491,HarperCollins Publishers,English,0373775695,0373775695,https://www.bookdepository.com/Trouble-Linda-Howard/9780373775699?ref=grid-view,
Sweet Tomorrows : A Rose Harbor Novel,Debbie Macomber,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,12 Sep 2016,384,Cornerstone,English,0099595060,0099595060,https://www.bookdepository.com/Sweet-Tomorrows-Debbie-Macomber/9780099595069?ref=grid-view,
Down London Road,Samantha Young,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jul 2013,464,Penguin Books Ltd,English,1405913045,1405913045,https://www.bookdepository.com/Down-London-Road-Samantha-Young/9781405913041?ref=grid-view,
Calendar Girl: Volume Four : October November December,Audrey Carlan,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2016,432,Waterhouse Press,English,1943893063,1943893063,https://www.bookdepository.com/Calendar-Girl-Four-Audrey-Carlan/9781943893065?ref=grid-view,
Dirty Rowdy Thing,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Nov 2014,336,SIMON & SCHUSTER,English,1476777969,1476777969,https://www.bookdepository.com/Dirty-Rowdy-Thing-Christina-Lauren/9781476777962?ref=grid-view,
Lead,Kylie Scott,Adult & Contemporary Romance:Adult & Contemporary Romance,05 Nov 2015,320,Pan MacMillan,English,1447260562,1447260562,https://www.bookdepository.com/Lead-Kylie-Scott/9781447260561?ref=grid-view,
Mount!,Jilly Cooper,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Feb 2017,736,Transworld Publishers Ltd,English,0552170283,0552170283,https://www.bookdepository.com/Mount-Jilly-Cooper/9780552170284?ref=grid-view,
Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,150114622X,150114622X,https://www.bookdepository.com/Beautiful-Boss-Christina-Lauren/9781501146220?ref=grid-view,
Summer With You : One Summer / Island of Flowers,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance,19 Jun 2015,384,HarperCollins Publishers,English,026325416X,026325416X,https://www.bookdepository.com/Summer-With-You-Nora-Roberts/9780263254167?ref=grid-view,
Operation Sunshine,Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Dec 2013,320,Little Brown Book Group,English,0751551066,0751551066,https://www.bookdepository.com/Operation-Sunshine-Jenny-Colgan/9780751551068?ref=grid-view,
Fairytale of New York,Miranda Dickinson,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Dec 2018,400,HarperCollins Publishers,English,1847561659,1847561659,https://www.bookdepository.com/Fairytale-New-York-Miranda-Dickinson/9781847561657?ref=grid-view,
Together : An epic love story with a secret you won't see coming,Julie Cohen,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Sep 2017,352,Orion Publishing Co,English,1409171752,1409171752,https://www.bookdepository.com/Together-Julie-Cohen/9781409171751?ref=grid-view,
Kiss an Angel,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,373,HarperCollins Publishers Inc,English,0380782332,0380782332,https://www.bookdepository.com/Kiss-Angel-Susan-Elizabeth-Phillips/9780380782338?ref=grid-view,
Christmas Ever After,Sarah Morgan,Adult & Contemporary Romance:Adult & Contemporary Romance,22 Oct 2015,368,HarperCollins Publishers,English,1848454449,1848454449,https://www.bookdepository.com/Christmas-Ever-After-Sarah-Morgan/9781848454446?ref=grid-view,
Mine,Katy Evans,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,336,SIMON & SCHUSTER,English,1476755604,1476755604,https://www.bookdepository.com/Mine-Katy-Evans/9781476755601?ref=grid-view,
Dark Lover : Number 1 in series,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Mar 2011,480,Little Brown Book Group,English,0749955228,0749955228,https://www.bookdepository.com/Dark-Lover-J-R-Ward/9780749955229?ref=grid-view,
Something Borrowed,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Apr 2005,341,St Martin's Press,English,0312321198,0312321198,https://www.bookdepository.com/Something-Borrowed-Emily-Giffin/9780312321192?ref=grid-view,
Dark Wild Night,Christina Lauren,Contemporary Fiction:Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Sep 2015,352,SIMON & SCHUSTER,English,1476777942,1476777942,https://www.bookdepository.com/Dark-Wild-Night-Christina-Lauren/9781476777948?ref=grid-view,
Remy,Katy Evans,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Dec 2013,272,SIMON & SCHUSTER,English,1476764468,1476764468,https://www.bookdepository.com/Remy-Katy-Evans/9781476764467?ref=grid-view,
One More Chance,Abbi Glines,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Nov 2014,272,Simon & Schuster Ltd,English,1471120511,1471120511,https://www.bookdepository.com/One-More-Chance-Abbi-Glines/9781471120510?ref=grid-view,
The Beach Cafe,Lucy Diamond,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,31 May 2016,496,Pan MacMillan,English,1509811109,1509811109,https://www.bookdepository.com/Beach-Cafe-Lucy-Diamond/9781509811106?ref=grid-view,
Hot Rocks,Nora Roberts,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,305,Penguin Putnam Inc,English,0515147990,0515147990,https://www.bookdepository.com/Hot-Rocks-Nora-Roberts/9780515147995?ref=grid-view,
Swimming Pool Sunday,Madeleine Wickham,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,368,Transworld Publishers Ltd,English,0552776718,0552776718,https://www.bookdepository.com/Swimming-Pool-Sunday-Madeleine-Wickham/9780552776714?ref=grid-view,
Christmas at Claridge's,Karen Swan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,528,Pan MacMillan,English,1447219694,1447219694,https://www.bookdepository.com/Christmas-at-Claridges-Karen-Swan/9781447219699?ref=grid-view,
Miss You : The Hottest Book of the Summer,Kate Eberlen,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Apr 2017,480,Pan MacMillan,English,1509819959,1509819959,https://www.bookdepository.com/Miss-You-Kate-Eberlen/9781509819959?ref=grid-view,
Family Ties,Danielle Steel,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,28 Jun 2011,348,Random House USA Inc,English,0440245192,0440245192,https://www.bookdepository.com/Family-Ties-Danielle-Steel/9780440245193?ref=grid-view,
The Country Escape,Fiona Walker,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,12 May 2015,608,Little Brown Book Group,English,0751547999,0751547999,https://www.bookdepository.com/Country-Escape-Fiona-Walker/9780751547993?ref=grid-view,
Deadly Sins,Lora Leigh,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2012,352,St Martin's Press,English,0312389094,0312389094,https://www.bookdepository.com/Deadly-Sins-Lora-Leigh/9780312389093?ref=grid-view,
Reckless,S.C. Stephens,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 May 2013,534,SIMON & SCHUSTER,English,1476718202,1476718202,https://www.bookdepository.com/Reckless-S-C-Stephens/9781476718200?ref=grid-view,
Nobody's Baby But Mine,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,0380782340,0380782340,https://www.bookdepository.com/Nobodys-Baby-But-Mine-Susan-Elizabeth-Phillips/9780380782345?ref=grid-view,
The Queen of New Beginnings,Erica James,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,12 May 2011,464,Orion Publishing Co,English,1409102572,1409102572,https://www.bookdepository.com/Queen-New-Beginnings-Erica-James/9781409102571?ref=grid-view,
Big Girl,Danielle Steel,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,22 Mar 2011,394,Random House USA Inc,English,0440245214,0440245214,https://www.bookdepository.com/Big-Girl-Danielle-Steel/9780440245216?ref=grid-view,
Lover Eternal : Number 2 in series,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Mar 2011,480,Little Brown Book Group,English,0749955279,0749955279,https://www.bookdepository.com/Lover-Eternal-J-R-Ward/9780749955274?ref=grid-view,
Tara,Lesley Pearse,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Apr 2011,720,Cornerstone,English,0099557436,0099557436,https://www.bookdepository.com/Tara-Lesley-Pearse/9780099557432?ref=grid-view,
Forever My Girl,Heidi McLaughlin,Adult & Contemporary Romance:Adult & Contemporary Romance,11 Oct 2017,254,Books by Heidi McLaughlin,English,0692967907,0692967907,https://www.bookdepository.com/Forever-My-Girl-Heidi-McLaughlin/9780692967904?ref=grid-view,
Call Me by Your Name,Andre Aciman:Armie Hammer,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Oct 2017,None,MACMILLAN AUDIO,English,1427291691,1427291691,https://www.bookdepository.com/Call-Me-by-Your-Name-Andre-Aciman/9781427291691?ref=grid-view,
Moonlight Sins : A de Vincent Novel,Jennifer L. Armentrout,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Feb 2018,400,HarperCollins Publishers Inc,English,0062674552,0062674552,https://www.bookdepository.com/Moonlight-Sins-Jennifer-L-Armentrout/9780062674555?ref=grid-view,
The Sweetest Thing : Number 2 in series,Jill Shalvis,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2011,400,Little Brown & Company,English,0446571628,0446571628,https://www.bookdepository.com/Sweetest-Thing-Jill-Shalvis/9780446571623?ref=grid-view,
A Hunger So Wild,Sylvia Day,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Feb 2013,354,Penguin Putnam Inc,English,0451237455,0451237455,https://www.bookdepository.com/Hunger-So-Wild-Sylvia-Day/9780451237453?ref=grid-view,
The House of New Beginnings,Lucy Diamond,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Jun 2017,480,Pan MacMillan,English,1447299124,1447299124,https://www.bookdepository.com/House-New-Beginnings-Lucy-Diamond/9781447299127?ref=grid-view,
Forever and a Day,Jill Shalvis,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jul 2012,400,Little Brown & Company,English,145550369X,145550369X,https://www.bookdepository.com/Forever-Day-Jill-Shalvis/9781455503698?ref=grid-view,
Ride Steady,Kristen Ashley,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Jun 2015,640,Little Brown & Company,English,145553322X,145553322X,https://www.bookdepository.com/Ride-Steady-Kristen-Ashley/9781455533220?ref=grid-view,
The Love Verb,Jane Green,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Mar 2011,432,Penguin Books Ltd,English,0141038640,0141038640,https://www.bookdepository.com/Love-Verb-Jane-Green/9780141038643?ref=grid-view,
Greetings from Somewhere Else,Monica McInerney,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2009,431,Random House USA Inc,English,0345506383,0345506383,https://www.bookdepository.com/Greetings-from-Somewhere-Else-Monica-McInerney/9780345506382?ref=grid-view,
Fast Burn,Lori Foster,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Mar 2018,384,HQN,English,037378998X,037378998X,https://www.bookdepository.com/Fast-Burn-Lori-Foster/9780373789986?ref=grid-view,
Two by Two : A beautiful story that will capture your heart,Nicholas Sparks,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Oct 2016,496,Little Brown Book Group,English,0751550035,0751550035,https://www.bookdepository.com/Two-by-Two-Nicholas-Sparks/9780751550030?ref=grid-view,
Ecstasy : Three Tales of Chemical Romance,Irvine Welsh,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Oct 1997,288,Vintage Publishing,English,0099590913,0099590913,https://www.bookdepository.com/Ecstasy-Irvine-Welsh/9780099590910?ref=grid-view,
All the Rivers,Dorit Rabinyan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Fiction In Translation,23 Feb 2017,288,Profile Books Ltd,English,1781257647,1781257647,https://www.bookdepository.com/All-Rivers-Dorit-Rabinyan/9781781257647?ref=grid-view,
Rules : Things are Changing at the Little School by the Sea,Jane Beaton:Jenny Colgan,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Aug 2016,288,Little Brown Book Group,English,075155328X,075155328X,https://www.bookdepository.com/Rules-Jane-Beaton/9780751553284?ref=grid-view,
At Last,Jill Shalvis,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jun 2012,400,Little Brown & Company,English,1455503746,1455503746,https://www.bookdepository.com/At-Last-Jill-Shalvis/9781455503742?ref=grid-view,
The Tea Chest,Josephine Moon,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Jul 2014,368,Allen & Unwin,English,1760110566,1760110566,https://www.bookdepository.com/Tea-Chest-Josephine-Moon/9781760110567?ref=grid-view,
Maverick,Lora Leigh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Mar 2009,368,St Martin's Press,English,0312945809,0312945809,https://www.bookdepository.com/Maverick-Lora-Leigh/9780312945800?ref=grid-view,
Wedding Night,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Feb 2014,464,Transworld Publishers Ltd,English,0552778516,0552778516,https://www.bookdepository.com/Wedding-Night-Sophie-Kinsella/9780552778510?ref=grid-view,
Smooth Talking Stranger,Lisa Kleypas,Adult & Contemporary Romance:Adult & Contemporary Romance,20 Oct 2010,372,St Martin's Press,English,0312351674,0312351674,https://www.bookdepository.com/Smooth-Talking-Stranger-Lisa-Kleypas/9780312351670?ref=grid-view,
Beautiful,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2016,416,SIMON & SCHUSTER,English,1501127993,1501127993,https://www.bookdepository.com/Beautiful-Christina-Lauren/9781501127991?ref=grid-view,
The Master,Kresley Cole,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Feb 2015,416,POCKET BOOKS,English,1476797285,1476797285,https://www.bookdepository.com/Master-Kresley-Cole/9781476797281?ref=grid-view,
