Title,Authors,Genres,Year,Pages,Publisher,Language,ISBN,ISBN13,URL
Symbol of Treason,Natalya Orekhov,Suspense;Romance;Contemporary Romance,November 25th 2015,498,,,English,None,https://www.goodreads.com/book/show/28119737-symbol-of-treason,
Mortal Musings,Aria Glazki,Romance;Fantasy;Romance;Paranormal Romance;Fantasy;Mythology;Fantasy;Paranormal,August 25th 2015,234,Anika Press,None,,9781943572021,https://www.goodreads.com/book/show/26077285-mortal-musings,
Ember Eternal,Emily Rose Philips,,July 25th 2015,380,Emily Rose Philips,None,English,None,https://www.goodreads.com/book/show/25979254-ember-eternal,
Playing the Bad Boy's Game,8tracks,,,164,,None,None,None,https://www.goodreads.com/book/show/24573548-playing-the-bad-boy-s-game,
44 Chapters About 4 Men,B.B. Easton,Romance;Humor;Funny;Did Not Finish;Humor;Contemporary,February 2nd 2016,302,Art Easton,None,B019PUPQ2C,None,https://www.goodreads.com/book/show/28382862-44-chapters-about-4-men,
Dead End of Puppy Creek Road,Bennie Gayle;Brenda G. Rand,,July 24th 2015,266,Createspace Independent Publishing Platform,None,,9781515170785,https://www.goodreads.com/book/show/26474326-dead-end-of-puppy-creek-road,
Fears and Scars,Emily Krat,Romance;Romance;Contemporary Romance,,None,Emily Krat,,,None,https://www.goodreads.com/book/show/23355593-fears-and-scars,
Beaten,Rebekah Rue,Romance,November 21st 2015,325,,None,,None,https://www.goodreads.com/book/show/26810441-beaten,
Temptation,Ivy Smoak,Romance;Adult Fiction;Erotica;New Adult;Romance;Contemporary Romance,April 8th 2015,285,,;,English,None,https://www.goodreads.com/book/show/25540857-temptation,
The Sexy Professor: Redemption (The Sexy Series),Z.L. Arakadie;T.R. Bertrand,Romance;Contemporary Romance,January 29th 2016,160,Z.L. Arkadie Books,None,English,None,https://www.goodreads.com/book/show/28808856-the-sexy-professor,
A Unique Kind of Love,Jasmine  Rose,Romance;Young Adult;Did Not Finish;Contemporary,April 24th 2014,None,BLVNP Publishing,,9781627618106,None,https://www.goodreads.com/book/show/21841659-a-unique-kind-of-love,
Must be Murder,D.J. Jouett,,November 13th 2015,839,D. J. Jouett,,English,None,https://www.goodreads.com/book/show/28108224-must-be-murder,
Stepbrother; Where Art Thou? Collection,Aya Fukunishi,Business;Amazon,February 14th 2016,332,Bangkok Nights,,English,None,https://www.goodreads.com/book/show/29103761-stepbrother-where-art-thou-collection,
Pretty Pink Ribbons,K.L. Grayson,Romance;New Adult;Contemporary,March 21st 2015,284,K.L. Grayson,,,9780990795520,https://www.goodreads.com/book/show/23496174-pretty-pink-ribbons,
Crashing Tides,Casey Peeler,,March 31st 2015,None,,None,English,None,https://www.goodreads.com/book/show/24808581-crashing-tides,
Flirting with Fame,Samantha  Joyce,New Adult;Young Adult;Romance;Romance;Contemporary Romance,February 29th 2016,352,Pocket Star/Simon & Schuster,,,9781501126833,https://www.goodreads.com/book/show/25531669-flirting-with-fame,
Royal Savage,Victoria Ashley,Romance;Dark;Did Not Finish;Adult Fiction;Erotica,December 18th 2015,280,,,English,None,https://www.goodreads.com/book/show/27259266-royal-savage,
filters,Deborah Ailman,Fiction,March 9th 2015,368,Front Desk Press,None,,9781508609612,https://www.goodreads.com/book/show/25523460-filters,
Target on Our Backs,J.M. Darhower,Romance;Dark;Adult;New Adult,February 23rd 2016,357,J.M. Darhower,,English,None,https://www.goodreads.com/book/show/28675507-target-on-our-backs,
Sunset Reads: William & Cristina,D.C. Triana,Contemporary;Romance;Romance;Contemporary Romance;Did Not Finish,March 14th 2016,309,D.C. Triana,,English,None,https://www.goodreads.com/book/show/29539224-sunset-reads,
Dice (Dangerous Host Book 1),Samantha L.,,April 3rd 2016,55,,None,English,None,https://www.goodreads.com/book/show/29856039-dice,
Finding Haley,Shanda Haffly,,March 31st 2016,130,Shanda Haffly,,B01DQ3DWBG,None,https://www.goodreads.com/book/show/29766001-finding-haley,
Bittersweet,Tyffani Clark Kemp,Fantasy;Young Adult;Adult,October 15th 2016,412,SideStreet Cookie Publishing LLC,,,9781537553085,https://www.goodreads.com/book/show/25977218-bittersweet,
Broken Women,Anne Hagan,Lesbian;Lesbian Fiction;Glbt;Lesbian;Romance;Romance;Lesbian Romance;Lgbt;Fiction,April 20th 2016,220,Jug Run Press,None,English,None,https://www.goodreads.com/book/show/29970175-broken-women,
Earth Bound,Emma Barry;Genevieve Turner,Romance;Historical;Romance;Historical Romance;Adult,May 11th 2016,244,Penny Bright Publishing; LLC,,English,None,https://www.goodreads.com/book/show/29074345-earth-bound,
Hart's Desire- A Lowcountry Seduction,Chloe Flowers,Romance;Historical Romance;Adventure;Pirates;Romance;Historical;Historical Fiction;Historical,May 17th 2016,300,Flowers & Fullerton,,,9781633039971,https://www.goodreads.com/book/show/29991453-hart-s-desire--a-lowcountry-seduction,
To Kiss a Thief,Susanna Craig,Romance;Historical;Romance;Historical Romance;Did Not Finish,August 16th 2016,264,Lyrical Press,,English,None,https://www.goodreads.com/book/show/28337444-to-kiss-a-thief,
Within These Stone Walls,Desirée Lee,,October 31st 2009,234,DCL Publications,,0984282823,9780984282821,https://www.goodreads.com/book/show/7185503-within-these-stone-walls,
The Accident,Dorice Grey,Fiction,May 6th 2013,None,Dorice Grey,None,English,None,https://www.goodreads.com/book/show/17904221-the-accident,
Seasons of Love and War,Brenda Ashworth Barry,Romance;Historical;Fantasy;Supernatural;Fiction,March 24th 2014,283,Melange Books; LLC,,English,None,https://www.goodreads.com/book/show/21865508-seasons-of-love-and-war,
Burning Feathers,Saeda Aaleo,,May 24th 2016,250,Saeda Aaleo,None,English,None,https://www.goodreads.com/book/show/30310332-burning-feathers,
Cake,J. Bengtsson,Romance;New Adult;Contemporary;Music,May 15th 2016,398,,None,,None,https://www.goodreads.com/book/show/30293254-cake,
Hooked,Christine Manzari,Romance;New Adult;Contemporary,February 3rd 2015,400,,,English,None,https://www.goodreads.com/book/show/23638011-hooked,
A Fine Mess,Kelly Siskind,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Did Not Finish,August 2nd 2016,320,Forever Yours,,,9781455567997,https://www.goodreads.com/book/show/29369551-a-fine-mess,
A Violet and Two Gentlemen,Petronela Ungureanu,Did Not Finish,May 19th 2016,109,Crushing Hearts and Black Butterfly Publishing,None,English,None,https://www.goodreads.com/book/show/30044143-a-violet-and-two-gentlemen,
Goddess of Passion (Unknown Goddess Saga Book 1),F.J. Namini,,May 7th 2016,None,,None,English,None,https://www.goodreads.com/book/show/30139794-goddess-of-passion,
Man of Honor,Diana Gardin,Romance;War;Military;Romance;Contemporary Romance;Contemporary,August 2nd 2016,304,Forever Yours,,,9781455594771,https://www.goodreads.com/book/show/27416068-man-of-honor,
The Last Summer,Judith Kinghorn,Historical;Historical Fiction;Romance;Fiction;Historical;Romance;Historical Romance;European Literature;British Literature,December 31st 2012,433,NAL/Penguin USA,English,0451416635,9780451416636,https://www.goodreads.com/book/show/15751752-the-last-summer,
Conflict of Interest,Teresa Michaels,Romance,July 8th 2016,450,CreateSpace,,,9781535156080,https://www.goodreads.com/book/show/26020008-conflict-of-interest,
Inarticulate,Eden Summers,Romance;Contemporary;Romance;Contemporary Romance;Did Not Finish,September 2nd 2016,284,Eden Summers,None,English,None,https://www.goodreads.com/book/show/30485023-inarticulate,
Nerd Of The Year,Supraja I.R.,Young Adult;Fantasy;Paranormal;Did Not Finish,December 24th 2014,188,,None,,9781680305487,https://www.goodreads.com/book/show/24922294-nerd-of-the-year,
The Misadventures of Catie Bloom,Brooke Stanton,Romance;Womens Fiction;Chick Lit;Business;Amazon;Romance;Contemporary Romance,July 10th 2016,207,Coco and Bee,,B01IA5VEY2,None,https://www.goodreads.com/book/show/31089058-the-misadventures-of-catie-bloom,
A Living Hope,E.C. Jackson,Womens Fiction;Romance,July 31st 2016,297,E. C. Jackson,None,,9780996181259,https://www.goodreads.com/book/show/31142585-a-living-hope,
The Man Who Built the Castle,M. Wellman,,August 26th 2016,None,Createspace Independent Publishing Platform,None,,9781537319155,https://www.goodreads.com/book/show/31945661-the-man-who-built-the-castle,
Amore infedele,Mercy Molinari,,April 17th 2016,118,,None,English,None,https://www.goodreads.com/book/show/29932637-amore-infedele,
Never a Dream,Polina Traore;Dana Kaledin,Romance;Contemporary;Womens Fiction;Chick Lit;Music;Mystery,September 22nd 2016,452,Amazon Digital Services LLC,None,B01LXLLTLK,None,https://www.goodreads.com/book/show/32178137-never-a-dream,
Childish Games (Meet the Shepards; #2),Jacqueline  Francis,Romance;Contemporary Romance;Humor;Romance,August 2016,324,,None,English,None,https://www.goodreads.com/book/show/31456542-childish-games,
Nannyland,Jane Elizabeth Hughes,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary;Romance;Contemporary Romance,May 30th 2016,384,Pocket Star,None,,9781501137181,https://www.goodreads.com/book/show/27408127-nannyland,
Blood Script,Airicka Phoenix,Romance;Suspense;Adult Fiction;Adventure;Pirates,April 12th 2017,382,,None,None,None,https://www.goodreads.com/book/show/28387700-blood-script,
Blush: Part 1 (The Governor Series),D.M. Lee,Adult Fiction;Erotica;Romance,September 18th 2016,None,D.M. Lee,None,English,None,https://www.goodreads.com/book/show/32076340-blush,
Someone to Watch Over Me,Judith McNaught,Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary;Mystery,,549,Pocket Books,English,0743499719,9780743499712,https://www.goodreads.com/book/show/353938.Someone_to_Watch_Over_Me,
A Marine for Dinner,Jennifer Hartley,,December 22nd 2015,16,Infinity Press,None,English,None,https://www.goodreads.com/book/show/28502246-a-marine-for-dinner,
Remhurst Manor,Tamasine Loves,,December 8th 2016,255,MadeGlobal Publishing,None,English,None,https://www.goodreads.com/book/show/32586096-remhurst-manor,
Freeing Liberty,J.M. Paul,,November 29th 2016,345,J.M. Paul,None,English,None,https://www.goodreads.com/book/show/33146983-freeing-liberty,
Betrayal,S.M.  Phillips,Romance,,None,,None,,None,https://www.goodreads.com/book/show/25064541-betrayal,
Tortured Heart Be Healed,Henny Warren,,February 1st 2012,284,Infinity Publishing (PA),None,,9780741438836,https://www.goodreads.com/book/show/13388060-tortured-heart-be-healed,
Lucien's Reign,R.W.K. Clark,Religion;Paganism;Fantasy;Paranormal,May 29th 2016,282,Clarkltd,,English,None,https://www.goodreads.com/book/show/30367562-lucien-s-reign,
It's You,D. Bunyan,Contemporary;Romance;M M Romance;Fiction,September 30th 2014,340,D. Bunyan,None,,9780993046407,https://www.goodreads.com/book/show/23213223-it-s-you,
Constellation,Jennifer Locklear,Romance;Romance;Contemporary Romance,October 20th 2016,386,Enchanted Publications,,,9780997860702,https://www.goodreads.com/book/show/31566213-constellation,
Beyond the Break (Conch Garden Book 1),Kristen Mae,Lgbt;Romance;Fiction;Glbt;Lesbian,June 23rd 2016,322,Tritone Literary Publishers,None,English,None,https://www.goodreads.com/book/show/30523272-beyond-the-break,
Ravens Deep,Jane  Jordan,Paranormal;Vampires;Romance,March 2016,322,Grosvenor House Publishing Limited,,English,None,https://www.goodreads.com/book/show/29505733-ravens-deep,
This Beautiful Love,Amanda Kaitlyn,,January 9th 2017,59,Amanda Kaitlyn,None,,None,https://www.goodreads.com/book/show/33019469-this-beautiful-love,
Carry On,Rainbow Rowell,Young Adult;Fantasy;Romance;Lgbt;Fiction,October 6th 2015,522,St. Martin's Griffin,English,1250049555,9781250049551,https://www.goodreads.com/book/show/23734628-carry-on,
Winterflood's Passion,Diana  Thompson,,July 12th 2015,251,For Pity Sake Publishing,,English,None,https://www.goodreads.com/book/show/26013068-winterflood-s-passion,
The Anonymous Man,Vincent L. Scarsella,Nonfiction,April 1st 2016,267,Digital Crime Fiction,None,English,None,https://www.goodreads.com/book/show/29762106-the-anonymous-man,
Second Draft,C.M. Seabrook,Romance;Sports and Games;Sports;Romance;Contemporary Romance,February 11th 2017,236,Seabrook Books,,B01MXTG76U,None,https://www.goodreads.com/book/show/33304830-second-draft,
In Search of a Soulmate,Swapna Rajput,,December 26th 2016,None,Invincible Publishers,None,,9789386148247,https://www.goodreads.com/book/show/33913583-in-search-of-a-soulmate,
Tender No Judgment: #1 In The Desperation To Power Series,Elle St. John,,March 16th 2017,None,,None,English,None,https://www.goodreads.com/book/show/34613371-tender-no-judgment,
Secrets,Danielle Steel,Romance;Fiction;Womens Fiction;Chick Lit,October 1st 1985,336,Delacorte Press,English,0385294182,9780385294188,https://www.goodreads.com/book/show/1470565.Secrets,
Bachelor at Her Bidding,Kate Hardy,Romance;Contemporary;Romance;Contemporary Romance,February 27th 2015,158,Tule Publishing Group,,English,None,https://www.goodreads.com/book/show/25029835-bachelor-at-her-bidding,
Temple of my Heart,Vatasescu Ana-Irina,,March 31st 2017,54,Vatasescu Ana-Irina,None,,9781365863141,https://www.goodreads.com/book/show/34763220-temple-of-my-heart,
Playing with Fire,Alix Nichols,Romance;Romance;Contemporary Romance;Did Not Finish,May 10th 2017,None,SAYN Press,None,,None,https://www.goodreads.com/book/show/34963318-playing-with-fire,
Limits of Destiny,Sharlyn G. Branson,Romance;Romance;Contemporary Romance,October 15th 2015,179,Sharlyn G. Branson,,English,None,https://www.goodreads.com/book/show/27223433-limits-of-destiny,
Don't Lie to Me,Amber A. Bardan,Romance;Contemporary;Suspense;Romance;Romantic Suspense,October 24th 2016,352,Carina Press,,English,None,https://www.goodreads.com/book/show/30694126-don-t-lie-to-me,
The Only One,Melissa Ellen,Romance,April 27th 2017,419,Melissa Ellen,English,1521051240,9781521051245,https://www.goodreads.com/book/show/34945354-the-only-one,
Losing Lola (Mercy's Angels; #5),Kirsty Dallas;Ami Johnson,Romance;Sociology;Abuse;Dark,May 20th 2017,285,KD Publications,None,English,None,https://www.goodreads.com/book/show/34964319-losing-lola,
The Irish Prince,Virginia Nelson,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction,May 15th 2017,190,Entangled Publishing; LLC (Indulgence),,,9781633759572,https://www.goodreads.com/book/show/34665989-the-irish-prince,
Clan of the Wolf,Avery Kloss,,May 14th 2017,284,Freedom To Wander Publications,None,,B071HSYZDP,https://www.goodreads.com/book/show/35141385-clan-of-the-wolf,
Sydney (The Dimarco Series; #2),Jennifer Hanks,,August 30th 2016,270,,None,English,None,https://www.goodreads.com/book/show/31811475-sydney,
Renegade,Jeanne McDonald,Anthologies,September 13th 2017,None,Enchanted Publications,None,None,None,https://www.goodreads.com/book/show/22847578-renegade,
Bound by Steel,Connie Lafortune,Did Not Finish;Thriller;Mystery Thriller;Mystery;Suspense,March 19th 2016,None,,None,English,None,https://www.goodreads.com/book/show/28901054-bound-by-steel,
Obloquy,Zachary Brennan,,June 6th 2017,370,Independently published,None,,9781521451472,https://www.goodreads.com/book/show/35428440-obloquy,
Finding Your Colors: Fine Art Adult Coloring Book,Hertz Nazaire,,June 11th 2017,114,Indigo Book,None,,9780999120101,https://www.goodreads.com/book/show/35445445-finding-your-colors,
Black-Eyed Susan,Elizabeth Leiknes,Fiction;Adult Fiction,September 4th 2017,240,Bancroft Press,None,,9781610881999,https://www.goodreads.com/book/show/34026549-black-eyed-susan,
The Divinity Bureau,Tessa Clare,Science Fiction;Dystopia;Romance;Science Fiction;Young Adult;Fiction,September 21st 2017,316,Asset Creative House,English,1947015001,9781947015005,https://www.goodreads.com/book/show/35262019-the-divinity-bureau,
Bullets & Bonfires,Autumn Jones Lake,Romance;Contemporary,July 17th 2017,None,,None,English,None,https://www.goodreads.com/book/show/35398601-bullets-bonfires,
Linny's Sweet Dream List,Susan Schild,Romance;Contemporary Romance;Romance;Fiction;Womens Fiction;Chick Lit;Womens Fiction;Contemporary,January 5th 2016,212,Lyrical Press,,,9781616509422,https://www.goodreads.com/book/show/27242009-linny-s-sweet-dream-list,
Just Because of You,Isla Chiu,New Adult;Romance;Romance;Contemporary Romance,November 12th 2017,226,,None,English,None,https://www.goodreads.com/book/show/35664481-just-because-of-you,
One To See Me (The ONE Series; Part 1; Book 2),Alicia  Maxwell,,November 2nd 2017,185,Alicia Maxwell,None,English,None,https://www.goodreads.com/book/show/34408768-one-to-see-me,
Way Beyond the Mirage,J.S. Lockwood,,August 14th 2017,None,Grosvenor House Publishing Limited,None,,9781786230812,https://www.goodreads.com/book/show/36026973-way-beyond-the-mirage,
Saturday in Serendipity,Margo Hoornstra,Romance;Contemporary Romance,August 11th 2014,427,,None,English,None,https://www.goodreads.com/book/show/23156646-saturday-in-serendipity,
