id,Title,Authors,Genres,Publishing Date,Pages,Publisher,Language,,,,,,,,,,
3640,Do Not Disturb : Hotel Sex Stories,Rachel Kramer Bussel,Erotic Fiction:Short Story Books,05 Mar 2009,235,Cleis Press,English,,,,,,,,,,
3641,Life Expectancy,Dean R Koontz,Contemporary Fiction:Thriller Books:Thrillers:Horror:Horror,29 May 2012,476,Bantam,English,,,,,,,,,,
3642,Level 6: The King of Torts Book and MP3 Pack,John Grisham,Language Readers:ELT Graded Readers:Political & Legal:Political & Legal,15 Apr 2011,120,Pearson Education Limited,English,,,,,,,,,,
3643,Vision Of Seduction,Cassie Ryan,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Aug 2008,256,Kensington Publishing,English,,,,,,,,,,
3644,Darkness Burning,Delilah Devlin,Erotic Fiction:Romance:Romance Books,15 Sep 2009,294,HarperCollins Publishers Inc,English,,,,,,,,,,
3645,Manara Library Volume 3: Trip To Tulum And Other Stories,Milo Manara:Federico Fellini:Silverio Pisu,Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga:Graphic Novels: Literary & Memoirs:Graphic Novels: Literary & Memoirs,15 Feb 2018,268,Dark Horse ComicsU.S.,English,,,,,,,,,,
3646,En Tus Brazos,Maya Banks,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Jul 2016,334,Roca Editorial,Spanish,,,,,,,,,,
3647,Crossfire 3. Atada a ti,Sylvia Day:Maria Jesus Asensio:Jesús de la Torre Olid,Erotic Fiction:Romance:Romance Books,01 Apr 2014,432,Booket,Spanish,,,,,,,,,,
3648,Luscious Craving,Cameron Dean,Contemporary Fiction:Horror:Horror:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Dec 2006,328,Random House USA Inc,English,,,,,,,,,,
3649,Critical Judgment : A Novel,Michael Palmer,Anthologies (non-poetry):Contemporary Fiction:Thriller Books:Thrillers:Short Story Books,01 Feb 1998,450,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3650,Girl'S on Top : Explicit Erotica for Women,Violet Blue,Erotic Fiction:Short Story Books,10 Feb 2009,225,Cleis Press,English,,,,,,,,,,
3651,Bound by Temptation,Cora Reilly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2015,322,Createspace,English,,,,,,,,,,
3652,The Candy Box,Ko Jo Black:Lara Addams,Erotic Fiction,01 Dec 2009,192,Sweetmeats Press,English,,,,,,,,,,
3653,Simply Scandalous,Kate Pearce,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,01 Jan 2013,320,Kensington Publishing,English,,,,,,,,,,
3654,Indecent Pursuit,Ray Gordon,Erotic Fiction,22 Apr 2010,256,Ebury Publishing,English,,,,,,,,,,
3655,The Proposition,Katie Ashley,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2012,347,Createspace Independent Publishing Platform,English,,,,,,,,,,
3656,Sex Volume 5,Joe Casey:Piotr Kowalski:Sonia Harris,Crime:Crime Fiction:Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,21 Feb 2017,128,Image Comics,English,,,,,,,,,,
3657,Addicted : A Novel,Zane,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 May 2003,336,Atria Books,English,,,,,,,,,,
3658,The Spirit of the Place,Samuel Shem PhD,Contemporary Fiction,15 Jun 2008,344,Kent State University Press,English,,,,,,,,,,
3659,Yours Forever,Joya Ryan,Erotic Fiction,13 Oct 2015,240,Little Brown Book Group,English,,,,,,,,,,
3660,A Bit of Rough,Laura Baumbach,Erotic Fiction,30 Mar 2007,228,Mlr Press LLC,English,,,,,,,,,,
3661,Amante Al Fin #11 / Lover at Last #11 : La Hermandad de la Daga Negra,JR Ward,Horror:Horror:Erotic Fiction:Romance:Romance Books,26 Jan 2016,710,DEBOLSILLO,Spanish,,,,,,,,,,
3662,Las edades de Lulú,Almudena Grandes,Erotic Fiction:English Language: Reading & Writing Skills,28 Jun 2010,288,Tusquets Editores,Spanish,,,,,,,,,,
3663,Southern Ruby,Belinda Alexandra,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,15 Nov 2016,None,Bolinda Audio,English,,,,,,,,,,
3664,Carnage : Book #1 the Story of Us,Senior Lecturer in Medical Genetics Institute of Medical Genetics Lesley Jones,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Feb 2014,None,Createspace Independent Publishing Platform,English,,,,,,,,,,
3665,Destined to Fly,Indigo Bloome,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 May 2013,320,Avon Red Impulse,English,,,,,,,,,,
3666,Once She Was Tempted : Number 2 in series,Anne Barton,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,31 Oct 2013,384,Little Brown & Company,English,,,,,,,,,,
3667,The Minotaur,Barbara Vine,Contemporary Fiction:Crime:Crime Fiction:Historical Crime:Historical Crime:Thriller Books:Thrillers:Romance:Romance Books,13 Mar 2007,335,Random House USA Inc,English,,,,,,,,,,
3668,Blush,Opal Carew,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2008,288,Griffin Publishing,English,,,,,,,,,,
3669,Fling : A Bdsm Erotica Anthology,Sara Fawkes:Cathryn Fox:Lauren Hawkeye,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2013,330,HarperCollins Publishers Inc,English,,,,,,,,,,
3670,Handsome Prince : Gay Erotic Romance,Neil Plakcy,Contemporary Fiction:Erotic Fiction:Short Story Books,01 Jun 2011,244,Cleis Press,English,,,,,,,,,,
3671,Best Women's Erotica of the Year Volume 3,Rachel Kramer Bussel,Anthologies (non-poetry):Contemporary Fiction:Erotic Fiction,25 Jan 2018,265,Cleis Press,English,,,,,,,,,,
3672,Knight Nostalgia : A Knights of the Board Room Anthology,Joey W Hill,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Feb 2018,290,Story Witch Press,English,,,,,,,,,,
3673,The Wild Ones,M Leighton,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Mar 2013,328,Penguin Putnam Inc,English,,,,,,,,,,
3674,Forbidden Fantasies,Jaid Black:Jory Strong:Ann Jacobs,Erotic Fiction:Short Story Books,13 Jul 2009,480,SIMON & SCHUSTER,English,,,,,,,,,,
3675,Aced,K. Bromberg,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Sep 2016,376,Diversion Books,English,,,,,,,,,,
3676,On the Bare,Fiona Locke,Erotic Fiction,22 Apr 2010,240,Ebury Publishing,English,,,,,,,,,,
3677,Wrecked,Charlotte Roche,Contemporary Fiction:Erotic Fiction,27 Feb 2014,300,HarperCollins Publishers,English,,,,,,,,,,
3678,En los zapatos de Valeria,Elisabet Benavent,Contemporary Fiction:Erotic Fiction:Romance:Romance Books,26 Jan 2016,470,DEBOLSILLO,Spanish,,,,,,,,,,
3679,Rescued By The Earl's Vows,Ann Lethbridge,Erotic Fiction:Historical Romance:Historical Romance,22 Feb 2018,368,HarperCollins Publishers,English,,,,,,,,,,
3680,Mod Lib Fanny Hill,John Cleland,Contemporary Fiction:Classic Books & Novels:Erotic Fiction,11 Sep 2001,272,Random House USA Inc,English,,,,,,,,,,
3681,All She Wants: Ellora's Cave,Jaid Black,Erotic Fiction:Romance:Romance Books:Short Story Books,05 Feb 2007,240,SIMON & SCHUSTER,English,,,,,,,,,,
3682,Blade's Desire [Desire Oklahoma 2] (Siren Publishing),Leah Brooke,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 May 2008,204,Siren Publishing,English,,,,,,,,,,
3683,The Endless Autumn,Annabelle Knight,Erotic Fiction:Romance:Romance Books,31 Mar 2017,374,Austin Macauley Publishers,English,,,,,,,,,,
3684,Disastrous,E L Montes,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2012,282,Createspace Independent Publishing Platform,English,,,,,,,,,,
3685,Agent Provocateur: The Secret Life of I : An Erotic Novella,Agent Provocateur,Erotic Fiction,01 Sep 2009,144,PAVILION BOOKS,English,,,,,,,,,,
3686,Lord Ravenscar's Inconvenient Betrothal,Lara Temple,Erotic Fiction:Historical Romance:Historical Romance,22 Feb 2018,368,HarperCollins Publishers,English,,,,,,,,,,
3687,Tempt Me Tonight,Toni Blake,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jun 2007,370,HarperCollins Publishers Inc,English,,,,,,,,,,
3688,Lady Susan the Watsons Sandition and the Complete Juvenilia (1000 Copy Limited Edition),Jane Austen,Classic Books & Novels:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,16 Oct 2015,284,Engage Books,English,,,,,,,,,,
3689,Nympho's Revenge,Bernard Joubert:Studio Benedetti,Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga,25 Feb 2015,46,Priaprism Press,English,,,,,,,,,,
3690,The Naughty Girls Book Club,Sophie Hart,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 May 2014,464,HarperCollins Publishers,English,,,,,,,,,,
3691,Babysitting the Baumgartners,Selena Kitt,Erotic Fiction,14 Nov 2008,194,Createspace,English,,,,,,,,,,
3692,Pídeme lo que quieras ahora y siempre,Megan Maxwell,Erotic Fiction:Romance:Romance Books,25 Mar 2013,432,Editorial Planeta S.A.,Spanish,,,,,,,,,,
3693,True Crime : The Novel,Andrew Klavan,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Political & Legal:Political & Legal,01 Sep 1997,400,Random House USA Inc,English,,,,,,,,,,
3694,Fifty Shades Freed,E L James,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Apr 2012,592,Turtleback Books,English,,,,,,,,,,
3695,Secret Honey of the Moon,Shinobu Tanei,Erotic Fiction:Graphic Novels: Manga:Graphic Novels: Manga,01 Jul 2013,192,EROS COMIX,English,,,,,,,,,,
3696,Merger : Takeover Duet Book 2,Chelle Bliss,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2017,390,Diversion Books,English,,,,,,,,,,
3697,Miracle Cure : A Novel,Michael Palmer,Contemporary Fiction:Thriller Books:Thrillers:Adventure Books,05 Jan 1999,431,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3698,Alluring Tales : Hot Holiday Nights,Vivi Anna:Sylvia Day:Delilah Devlin:Cathryn Fox:Myla Jackson:Lisa Renee Jones:Sasha White,Erotic Fiction:Romance:Romance Books,09 Jan 2009,310,HarperCollins Publishers Inc,English,,,,,,,,,,
3699,The Big Book of Submission : 69 Kinky Tales,Rachel Kramer Bussel,Anthologies (non-poetry):Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,01 Sep 2014,364,Cleis Press,English,,,,,,,,,,
3700,The Dirty Bits - For Girls,India Knight,Contemporary Fiction:Erotic Fiction:Short Story Books,01 Mar 2009,272,Little Brown Book Group,English,,,,,,,,,,
3701,Deep Sex : Text dtsch.-engl.,Tom Bianchi,Individual Photographers:Erotic & Nude Photography:Erotic Fiction,30 Nov 2006,120,Bruno Gmuender Gmbh,English,,,,,,,,,,
3702,Love's Sacrifice,Georgia Le Carre,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Aug 2014,230,Georgia Le Carre,English,,,,,,,,,,
3703,Fairy Tale Lust,Kristina Wright,Erotic Fiction:Short Story Books,22 Jul 2010,256,Cleis Press,English,,,,,,,,,,
3704,Hot Cop,Laurelin Paige,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Jun 2017,288,Diversion Books,English,,,,,,,,,,
3705,The Ton's Most Notorious Rake,Sarah Mallory,Erotic Fiction:Historical Romance:Historical Romance,22 Feb 2018,368,HarperCollins Publishers,English,,,,,,,,,,
3706,Match Pointe,Indigo Bloome,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Jan 2015,448,HarperCollins Publishers,English,,,,,,,,,,
3707,An Irish Country Practice : An Irish Country Novel,Patrick Taylor,Contemporary Fiction,17 Oct 2017,384,St Martin's Press,English,,,,,,,,,,
3708,Velocity : A Novel,Dean R Koontz,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Horror:Horror,26 Jun 2012,460,Random House USA Inc,English,,,,,,,,,,
3709,Like Porno for Psychos,Wrath James White,Horror:Horror:Fantasy:Fantasy Books:Erotic Fiction,30 Sep 2011,100,Eraserhead Press,English,,,,,,,,,,
3710,The Girl Behind the Fan : Hidden Women: 2,Stella Knightley,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,20 Jun 2013,320,Hodder & Stoughton General Division,English,,,,,,,,,,
3711,Snuff,Chuck Palahniuk,Contemporary Fiction:Erotic Fiction:People & Places,08 Jun 2011,197,DEBOLSILLO,Spanish,,,,,,,,,,
3712,Seven Nights of Sin,Lacey Alexander,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2008,281,Penguin Putnam Inc,English,,,,,,,,,,
3713,Fatal Tide : A Novel,Iris Johansen,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Science Fiction:Science Fiction,31 Aug 2004,338,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3714,Magical Warriors : Chocolat & Pudding,Kanon Ishino,Erotic Fiction:Graphic Novels: Manga:Graphic Novels: Manga,12 Jan 2016,None,801 MEDIA,English,,,,,,,,,,
3715,Venus in India,Charles Devereaux,Classic Books & Novels:Erotic Fiction,01 Nov 2009,304,HarperCollins Publishers,English,,,,,,,,,,
3716,The Stranger: Black Lace Classics,Portia Da Costa,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Oct 2012,272,Ebury Publishing,English,,,,,,,,,,
3717,Blush,Lauren Jameson,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 May 2013,287,Penguin Putnam Inc,English,,,,,,,,,,
3718,I Dare You,Larkin Rose,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Sep 2008,184,BELLA BOOKS,English,,,,,,,,,,
3719,Viper's Run,Jamie Begley,Erotic Fiction,19 Aug 2013,276,Young Ink Press LLC,English,,,,,,,,,,
3720,What She Needs,Lacey Alexander,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Nov 2009,293,Berkley Books,English,,,,,,,,,,
3721,I Spy a Wicked Sin,Jo Davis,Thriller Books:Thrillers:Erotic Fiction,02 Feb 2010,277,Penguin Putnam Inc,English,,,,,,,,,,
3722,Wicked Pleasure,Lora Leigh,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jan 2014,368,Pan MacMillan,English,,,,,,,,,,
3723,Desire Lines,Christina Baker Kline,Contemporary Fiction:Thriller Books:Thrillers,12 Aug 2014,343,William Morrow & Company,English,,,,,,,,,,
3724,Long After Midnight : A Novel,Iris Johansen,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Dec 1997,10,Bantam Doubleday Dell Publishing Group Inc,English,,,,,,,,,,
3725,Mastered : On His Terms,Sierra Cartwright,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,10 May 2013,240,Totally Entwined Group Limited,English,,,,,,,,,,
3726,London Falling,Audrey Carlan,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Dec 2015,288,Waterhouse Press,English,,,,,,,,,,
3727,Lay That Trumpet in Our Hands : A Novel,Susan Carol McCarthy,Contemporary Fiction:Thriller Books:Thrillers:Historical Fiction,01 Apr 2003,288,Bantam,English,,,,,,,,,,
3728,Guilty Pleasure,Lora Leigh,Erotic Fiction:Romance:Romance Books,03 Jul 2014,312,Pan MacMillan,English,,,,,,,,,,
3729,Take Me There : TRANS and Genderqueer Erotica,Tristan Taormino,Contemporary Fiction:Erotic Fiction:Graphic Novels Anime & Manga:Graphic Novels Anime & Manga:Short Story Books,20 Oct 2011,256,Cleis Press,English,,,,,,,,,,
3730,The Hottie Next Door,Shiloh Walker:Elisa Adams:Ruth D. Kerce,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Aug 2009,208,SIMON & SCHUSTER,English,,,,,,,,,,
3731,The Good Thief,James Buchanan,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Apr 2008,240,Mlr Press LLC,English,,,,,,,,,,
3732,Vie Sexuelle De Catherine,Catherine Millet,Language Readers:Erotic Fiction,01 Jun 2002,233,Editions Du Seuil,French,,,,,,,,,,
3733,Total Abandon,Alice Gaines,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Oct 2014,94,Avon Red Impulse,English,,,,,,,,,,
3734,Head Bangers,Zane,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Jun 2009,128,Strebor Books International LLC,English,,,,,,,,,,
3735,On Her Master's Secret Service Masters and Mercenaries Book 4,Lexi Blake,Erotic Fiction,13 May 2013,410,Dlz Entertainment,English,,,,,,,,,,
3736,The Boss,Abigail Barnette,Erotic Fiction,03 Nov 2013,352,Createspace,English,,,,,,,,,,
3737,Falling for Mr. Darcy,Karalynne Mackrory,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,01 May 2012,264,Meryton Press,English,,,,,,,,,,
3738,Daring Time,Beth Kery,Erotic Fiction:Romance:Romance Books,05 May 2009,341,Penguin Putnam Inc,English,,,,,,,,,,
3739,"Sexy Beast: Sexy Beast VI WITH ""Chanku Honor"" AND ""Wings of the Swan"" AND ""Animal Instinct"" No. 6",Kate Douglas:Anya Howard:Lydia Parks,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Short Story Books,07 Apr 2009,256,Kensington Publishing,English,,,,,,,,,,
3740,Stars,Kathryn Harvey,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2012,370,Turner,English,,,,,,,,,,
3741,Acquisition : Takeover Duet Book 1,Chelle Bliss,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Oct 2017,390,Everafter Romance,English,,,,,,,,,,
3742,The Queen,Tiffany Reisz,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Oct 2015,440,Mira Books,English,,,,,,,,,,
3743,Just Watch Me : Erotica for Women,Violet Blue,Erotic Fiction:Short Story Books,23 Sep 2010,240,Cleis Press,English,,,,,,,,,,
3744,Touchstone : A Stuyvesant & Grey Novel,Laurie R King,Contemporary Fiction:Thriller Books:Thrillers,30 Dec 2008,548,Random House USA Inc,English,,,,,,,,,,
3745,Love Means No Shame,Andrew Grey,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Sep 2009,212,Dreamspinner Press,English,,,,,,,,,,
3746,Try Anything Twice : A Gay Man's Erotic Friendship with a Free-Spirited Straight Man,Josh Jango,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 May 2011,376,Cyberactive Media,English,,,,,,,,,,
3747,The Bikini Diaries,Lacey Alexander,Erotic Fiction,03 Feb 2009,306,New American Library,English,,,,,,,,,,
3748,Olvidé olvidarte,Megan Maxwell,Erotic Fiction:Romance:Romance Books:English Language: Reading & Writing Skills,05 May 2015,336,Booket,Spanish,,,,,,,,,,
3749,Rules of Desire [Desire Oklahoma 4] (Siren Publishing Menage Amour),Leah Brooke,Westerns:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Feb 2010,246,Siren Publishing,English,,,,,,,,,,
3750,Pussy King of the Pirates,Kathy Acker,Contemporary Fiction:Erotic Fiction,01 Jan 1997,288,Grove Press / Atlantic Monthly Press,English,,,,,,,,,,
