Title,Authors,Genres,Publishing Date,Pages,Publisher,Language
Carolina Blues,Virginia Kantra,Romance;Contemporary Romance;Romance;Contemporary,October 7th 2014,304,Berkley,
Beach Bum Billionaire; Book Three,Jill Lang,Romance,January 12th 2015,83,Lang Publishing,
Since All Is Passing,Elizabeth Delisi,,,162,Amber Quill Press,
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Historical;Historical Fiction;Fiction;Historical;Book Club;Romance;War;World War II,January 27th 2009,290,Ballantine Books,English
Hinter der Finsternis,Mona Kasten,Fantasy;Young Adult,October 2013,410,CreateSpace Independent Publishing Platform,
The Vampire's House of Pleasure: Part One,Rose Wynters,Science Fiction;Time Travel;Paranormal;Vampires;Romance;Fantasy;Paranormal;Romance;Paranormal Romance,March 15th 2015,69,,
How Bridge McCoy Learned To Say I Love You,Robert K. Swisher Jr.,Romance;Humor;Contemporary,July 1st 2014,376,,None
The Siren,Kiera Cass,Fantasy;Young Adult;Romance,July 1st 2009,267,iUniverse.com,English
The Rules of Love,Morticia Knight,Erotica;Bdsm;Romance;M M Romance;Historical;Romance;Historical Romance;Romance;Adult Fiction;Erotica,February 6th 2015,143,Totally Bound,
Heartless,Vanessa Marie,Romance;New Adult;Contemporary,April 14th 2014,330,House Of Attitude,
Let's Misbehave,Kate Perry,Romance;Romance;Contemporary Romance;Contemporary,April 14th 2014,290,Phoenix Rising Enterprises; Inc,
High Plains Heartbreak,Simone Beaudelaire,,January 20th 2015,211,Creativia,
A Safe Surrender,Alannah Carbonneau,Romance;Romance;Contemporary Romance;Contemporary,November 25th 2014,250,,None
Who is Max (Sex Stories for Adults #1),Stephanie Rose,,March 4th 2015,None,Dark Erotica Adult,None
My Sweet Valentine,Jill Sanders,Romance;Romance;Contemporary Romance;Contemporary,January 14th 2014,None,Jill Sanders,None
Duty & Devotion,Tere Michaels,Romance;M M Romance;Romance;Contemporary;Gay Romance;Gay For You,March 23rd 2010,234,Loose Id; LLC,
The Pirate and the Pagan,Virginia Henley,Romance;Romance;Historical Romance;Historical;Adventure;Pirates,November 1st 1990,464,Dell,English
My Love,Violette Paradis,,September 4th 2014,58,,
Hers For A While,Danica Chandler,Romance;Contemporary;Romance;Contemporary Romance,January 22nd 2015,132,,None
Rules for Reforming a Rake,Meara Platt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 21st 2015,308,Booktrope,
The Raven,Sylvain Reynard,Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Paranormal Romance;Fantasy;Adult,February 3rd 2015,393,Berkley Trade,English
Succubus Heat,Richelle Mead,Fantasy;Urban Fantasy;Fantasy;Paranormal;Fantasy;Romance;Romance;Paranormal Romance;Paranormal;Demons;Paranormal;Vampires,June 1st 2009,304,Kensington Publishing Corporation,English
Juan del Diablo,Caridad Bravo Adams,Romance;Romance;Historical Romance;European Literature;Spanish Literature;Historical;Romance;Contemporary Romance,,149,,
Once Tempted,Laura Moore,Romance;Contemporary;Romance;Contemporary Romance,March 26th 2013,400,Ballantine Books,
Atlas Shrugged,Ayn Rand;Leonard Peikoff,Fiction;Classics;Philosophy;Literature;Politics,August 1st 1999,1168,Plume,English
Bitter Sweet Love,R.C. Stephens,New Adult;Romance;Romance;Contemporary Romance,January 18th 2015,353,CreateSpace,English
Night of the Gypsies,Elizabeth Kales,Historical,September 26th 2014,264,CreateApXW,
Premeditated Marriage,B.J. Daniels,Romance;Suspense;Romance;Romantic Suspense;Contemporary;Category Romance;Harlequin;Fiction,August 15th 2003,256,Harlequin Books,English
The Line Between,Tamsyn Bester,New Adult;Romance;Academic;College;Contemporary,January 19th 2015,254,Tamsyn Bester,None
Yvain: The Knight of the Lion,Chrétien de Troyes;Burton Raffel,Classics;Historical;Medieval;Poetry;Fiction;Cultural;France;Mythology;Arthurian;Fantasy;Academic;School,September 10th 1987,228,Yale University Press,English
The Syrian Virgin,Zack Love,Romance;Historical;Historical Fiction;Fiction;Contemporary,November 6th 2014,270,,
Virtue's Lady,Jessica Cale,Romance;Historical Romance;Romance;Historical,May 1st 2015,362,Createspace Independent Publishing Platform,
Addiction,Ivy Smoak,Academic;College;Romance,November 9th 2015,385,,;
One Night with the Prince,T.M. Mendes,Contemporary;Romance;Did Not Finish,September 19th 2014,335,Blvnp Publishing Incorporated,None
Everything I Shouldn't / Everything I Need,Stacey Lewis,Romance;Romance;Contemporary Romance;New Adult,September 2nd 2014,345,,
The Collector,Nora Roberts,Romance;Romance;Romantic Suspense;Mystery;Fiction;Suspense;Contemporary,April 15th 2014,752,Berkley,English
Indebted Epilogue,Pepper Winters,Dark;Romance;Adult Fiction;Erotica;Romance;Contemporary Romance,November 30th 2015,123,,
Sugar Rush,Belle Aurora,Romance;Humor;Funny;Contemporary;Romance;Contemporary Romance;New Adult,November 21st 2014,347,,;
Longing,V.E. Campudoni,Erotica;Bdsm,May 17th 2016,301,Beau to Beau Publishing,
Unrestricted,KA Berg,Romance;Sports and Games;Sports;Adult,,None,,None
Now and Then,Brenda Rothert,Romance;New Adult;Romance;Contemporary Romance;Contemporary,August 4th 2013,266,,
Bobby's Girl,Bernie Morris,Romance;Fiction;Young Adult,September 12th 2009,230,Bronwyn Editions,None
The Journey of Elizabeth Ann Rose (Seasons of Love and War Saga Book 3),Brenda Ashworth Barry,Romance;Historical Romance,June 25th 2015,228,Melange Books; LLC,None
Nuts,Alice Clayton,Romance;Romance;Contemporary Romance;Contemporary;Humor;Funny;Womens Fiction;Chick Lit;Adult,October 20th 2015,308,Gallery Books,English
Musings of the Intangible,M Wellman,,July 26th 2016,82,Createspace Independent Publishing Platform,None
Jared,Sarah McCarty,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Westerns;Adult Fiction;Erotica,April 6th 2010,360,Berkley,English
Freed: An UnInhibited Novella,KA Berg,Sports and Games;Sports;Romance,,None,KimberlyBraccoBooks,None
The Complete Fire on Ice Series,Brenda Rothert,Sports and Games;Sports;Anthologies;Sports;Hockey,January 6th 2015,879,Silver Sky Publishing; Inc.,
Dating Mr. Mogul,Mel Ryle,,May 22nd 2016,None,Blvnp Incorporated,None
Petrichor,M. Wellman,,April 14th 2016,9,,None
Amore ti odio,Mercy Molinari,,November 15th 2015,108,,None
Stuck-Up Suit,Vi Keeland;Penelope Ward,Romance;Contemporary;Romance;Contemporary Romance;New Adult;Humor;Funny;Did Not Finish;Adult,April 11th 2016,245,C. Scott Publishing Corp.,;
Love Addicts Anonymous: Part One,J.C. Reed;Jackie S. Steele,Romance;Romance;Contemporary Romance;Novella;Contemporary,November 7th 2016,166,,None
Seraphina,Rachel Hartman,Fantasy;Young Adult;Fantasy;Dragons;Romance;Fiction,July 10th 2012,467,Random House Books for Young Readers,English
Last Chance (The Last Series Book 2),J.M. Paul,,May 9th 2016,None,,None
A Memoir of Carl,Jane  Jordan,,April 26th 2011,294,Troubador Publishing,
Finding Beautiful,Amanda Kaitlyn,Romance;Suspense,January 7th 2017,398,Amanda Kaitlyn,
The Sentinel,Michelle St. James,,August 15th 2016,118,Blackthorn Press,
The Last Confession,Pat Kelley Brunjes,Mystery;Adult Fiction;Romance;Contemporary;Fiction,January 18th 2017,None,Createspace Independent Publishing Platform,None
Personal Injuries,Vincent L. Scarsella,Law,June 27th 2016,269,Digital Crime Fiction,None
Melting Steel,C.M. Seabrook,Romance;Contemporary;Romance;Contemporary Romance,September 24th 2016,206,Seabrook Books,None
Asher,Jo Raven,Romance;New Adult;Sociology;Abuse;Contemporary,May 12th 2014,303,Jo Raven,
Limits of Destiny,Sharlyn G. Branson,Romance;Romance;Contemporary Romance;Adult Fiction,July 20th 2015,189,,
Ravage,Tillie Cole,Dark;Romance;Sociology;Abuse,August 16th 2016,336,St. Martin's Griffin,
Exposure - A Love Story,Tracy Ewens,Romance;Contemporary;Romance;Contemporary Romance,March 28th 2017,283,Amazon Digital Services,
White Knuckles,Autumn Jones Lake,Romance,January 17th 2017,300,,
Sweet Southern Hearts,Susan Schild,Romance;Womens Fiction;Chick Lit;Fiction;Womens Fiction,January 10th 2017,214,Lyrical Press,
Beneath These Lies,Meghan March,Romance;Romance;Contemporary Romance;Contemporary,March 15th 2016,None,Meghan March LLC,;
You to the End,Marie  Louise,,,None,,None
Bittersweet Passion,Lynne Graham,Romance;Category Romance;Harlequin;Romance;Contemporary Romance;Harlequin;Harlequin Presents;Harlequin;Harlequin Romance,June 1988,187,Harlequin Books,English
Chips in a Bag Classy Mr Murray: A heartwarming love story blended with elements of deception; love lost; suspense and redemption.,Margaret  Kelleher;Christopher Kelleher;Orla Kelly,Fiction,April 20th 2016,326,Orla Kelly Publishing,None
The Summer of Impossible Things,Rowan Coleman,Fiction;Science Fiction;Time Travel;Science Fiction;Romance,June 29th 2017,432,Ebury Press (Fiction),None
Photographer's Dream,Ronder Scott,,February 17th 2018,None,,None
Wedding the Highlander,Janet Chapman,Romance;Science Fiction;Time Travel;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Historical Romance,April 30th 2006,517,Thorndike Press,English
Teenage Mermaid,Ellen Schreiber,Mythology;Mermaids;Young Adult;Fantasy;Romance;Fantasy;Supernatural,June 3rd 2003,160,Katherine Tegen Books,English
Home Before Dark,Susan Wiggs,Romance;Fiction;Contemporary,March 1st 2004,416,Mira Books,English
Played,Dana  Davidson,Young Adult;Romance;Cultural;African American;Young Adult;Teen;Realistic Fiction,May 1st 2007,240,Jump At The Sun,English
Beautiful Disaster,Laura Spinella,Romance;Contemporary;Fiction;Adult;Romance;Contemporary Romance;Womens Fiction;Chick Lit,January 4th 2011,374,Berkley,
Loose Ends,Tara Janzen,Romance;Romantic Suspense;Romance;Contemporary;Suspense;Romance;Contemporary Romance,January 25th 2011,389,Dell,English
Sweet Hush,Deborah Smith,Romance;Fiction;Romance;Contemporary Romance;Contemporary;American;Southern,January 1st 2004,400,Warner Books (NY),English
Amazon Lily,Theresa Weir,Romance;Romance;Contemporary Romance;Contemporary;Adventure,June 1st 1994,279,Fanfare,English
Elixir,Hilary Duff;Elise Allen,Young Adult;Fantasy;Romance;Fantasy;Paranormal,October 12th 2010,327,Simon  Schuster Books for Young Readers,English
Descended by Blood,Angeline Kace,Paranormal;Vampires;Young Adult;Fantasy;Paranormal;Romance,August 26th 2011,263,Accendo Press,
One Whisper Away,Emma Wildes,Romance;Historical Romance;Romance;Historical;Historical Romance;Regency Romance;Historical;Regency,May 3rd 2011,336,Signet,
Flipped,Wendelin Van Draanen,Young Adult;Romance;Fiction;Contemporary;Realistic Fiction,May 13th 2003,212,Knopf,English
Never Laugh At Love,Barbara Cartland,Romance;Romance;Historical Romance;Historical;Historical Fiction;Fiction,,None,,
City of the Damned,Everly Drummond,,February 1st 2012,276,Createspace,None
Just Like You,Gavin Gaile,,July 11th 2012,114,Free Musketeers,None
Lucky Charm,Carly Phillips,Romance;Romance;Contemporary Romance;Contemporary,October 1st 2008,375,HQN,
Desde Donde Se Domine La Llanura,Megan Maxwell,Romance;Romance;Historical Romance,July 3rd 2012,462,Esencia,
The Dust of 100 Dogs,A.S. King,Young Adult;Fantasy;Historical;Historical Fiction;Adventure;Pirates;Fiction;Historical,February 8th 2009,336,Flux,English
Eight Girls Taking Pictures,Whitney Otto,Fiction;Historical;Historical Fiction;Art;Photography;Abandoned;Short Stories;Art,November 6th 2012,352,Scribner,English
Closure,Kim Carmichael,Romance;Romance;Contemporary Romance;Adult Fiction;Erotica;Contemporary,November 23rd 2012,134,Hot Ink Press,English
Indelible Love - Emily's Story,D.W. Cee,Romance;Romance;Contemporary Romance,January 12th 2012,365,D.W. Cee,
Saving Caroline,K. Larsen,New Adult;Contemporary,May 30th 2013,187,CreateSpace Independent Publishing Platform,None
Lucky Penny,Catherine Anderson,Romance;Romance;Historical Romance;Historical;Westerns;Romance;Western Romance,January 31st 2012,413,Signet,English
Maid for the Billionaire,Ruth Cardello,Romance;Contemporary,April 23rd 2011,381,Smashwords,
Living Nightmare,Shannon K. Butcher,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy;Paranormal;Vampires,November 2nd 2010,344,Signet,English
Algo más que vecinos,Isabel Keats,Romance;Womens Fiction;Chick Lit;Romance;Erotic Romance;Fiction;Abandoned,December 12th 2012,180,,None
Starting Over,Marie Force,Romance;Romance;Contemporary Romance;Contemporary;Fiction,December 27th 2011,None,,
Nicholas and Alexandra,Robert K. Massie,History;Nonfiction;Biography;Cultural;Russia;Historical,February 1st 2000,640,Random House Trade Paperbacks,English
Starstruck,Cyn Balog,Young Adult;Fantasy;Romance;Fantasy;Paranormal;Fiction,July 12th 2011,256,Delacorte Books for Young Readers,English
Fire and Hemlock,Diana Wynne Jones;David Wyatt,Fantasy;Young Adult;Fiction;Romance;Fantasy;Fairy Tales,,393,HarperCollins Children's Books,English
Emily: Sex & Sensibility,Sandra Marton,Romance;Romance;Contemporary Romance;Contemporary;Business;Amazon,April 29th 2013,232,Gossamer,;
Life after Life: A Story about Real-life Transformations,Boyko Ovcharov,,September 19th 2012,44,Amazon Digital Services; Inc.,None
Whiskey and Gumdrops,Jean Oram,Romance;Womens Fiction;Chick Lit;Romance;Contemporary Romance,November 1st 2013,285,Oram Productions,
I Remember,Cynthia P. O'Neill,Fantasy;Paranormal;Romance,July 1st 2013,446,,
The Future of Us,Jay Asher;Carolyn Mackler,Young Adult;Romance;Fiction;Contemporary;Science Fiction,November 21st 2011,356,Razorbill,English
Jase and Carly: Summer Lovin',M.J. Fields,Romance;Adult Fiction;Erotica;New Adult;Contemporary,August 30th 2013,89,M.J. Fields,
Grand Slam,Lily Harlem;Lucy Felthouse,Erotica;Bdsm;Adult Fiction;Erotica;Romance;Sports and Games;Sports,June 28th 2016,207,Lucy Felthouse,
Good Girls Don't,Kelley St. John,Romance;Contemporary;Romance;Contemporary Romance;Fiction;Womens Fiction;Chick Lit;Adult,December 1st 2005,336,Forever,English
Not Planning on You,Sydney Landon,Romance;Romance;Contemporary Romance;Contemporary;Adult,April 24th 2012,235,,
Till Death,Alessandra Torre,Adult Fiction;Erotica;Romance;Contemporary;Romance;Contemporary Romance;Adult;Novella,August 18th 2013,60,Alessandra Torre,
Beg,C.D. Reiss,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance,January 16th 2013,118,Flip City Media Inc.,
كيف تسعدين زوجك,علي عبد العال الطهطاوي,,,64,مكتبة الصفا,None
The Boys of Summer,C.J. Duggan,Romance;New Adult;Contemporary;Young Adult,December 17th 2012,321,,
Out of the Gate,E.M. Lynley,Romance;M M Romance;Contemporary;Romance;Sociology;Abuse,April 21st 2014,270,Dreamspinner  Press,
Veel geluk; professor!,Aster Berkhof,Fiction;European Literature;Dutch Literature,,207,Uitg. Heideland-Orbis - Hasselt,None
Falling for My Husband,Pamela Ann,Romance;Romance;Contemporary Romance;Contemporary;New Adult,August 29th 2013,258,,
Unwrapped,Chantilly White,Romance;Holiday;Christmas;Romance;Contemporary Romance;Contemporary;Holiday;Womens Fiction;Chick Lit,December 27th 2012,177,SnapDragon Press,
Mad About the Boy,Helen Fielding,Womens Fiction;Chick Lit;Fiction;Romance;Humor;Contemporary,October 15th 2013,336,Knopf Canada,English
Arielle Immortal Passion,Lilian Roberts,Romance;Fantasy;Paranormal;Adventure;Young Adult;Fantasy;European Literature;British Literature;Fantasy;Magic;Fiction,May 27th 2014,236,Booktrope Editions,
Kiss Me Slowly,Amber Lea Easton,Romance;Romantic Suspense;Romance;Suspense;Thriller;Romance;Contemporary Romance;Contemporary;Mystery,November 16th 2011,315,Bookstrand,None
Let It Snow: Three Holiday Romances,John Green;Maureen Johnson;Lauren Myracle,Holiday;Christmas;Holiday;Realistic Fiction,October 2nd 2008,352,Speak,English
Catch My Breath,Lynn Montagano,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit,April 17th 2014,275,HarperCollins,None
Temptation to Sin,Ju Ephraime,Romance;Unfinished,June 24th 2011,324,Envision Business & Computer School Publishing,None
Banish the Darkness,Holly Blackstone,Romance;Thriller;Mystery Thriller,September 21st 2013,None,Linlithgow Press,
Across Time,Jeff Fuell,Science Fiction,January 10th 2009,127,Synergebooks.com,None
Tutto sull'amore: Nuove visioni,bell hooks,Nonfiction;Feminism;Philosophy;Love,,173,Feltrinelli,
Better Off Without Him,Dee Ernst,Romance;Womens Fiction;Chick Lit;Fiction;Contemporary;Humor,October 10th 2010,261,Smashwords.com/Lulu,
Present Perfect,Alison G. Bailey,New Adult;Romance;Contemporary;Young Adult,August 1st 2013,420,Alison G. Bailey,
Full Measures,Rebecca Yarros,New Adult;Romance;War;Military;Contemporary;Sports and Games;Sports;Academic;College;Romance;Contemporary Romance,February 9th 2014,301,Entangled Publishing (Embrace),English
Penalty Clause,Lori Ryan,Romance;Romance;Contemporary Romance;Contemporary;Suspense,,None,Cara Shannon,
The Giving Tree,Shel Silverstein,Childrens;Childrens;Picture Books;Classics;Fiction,October 7th 1964,64,HarperCollins Publishers,English
Beach Bum Billionaire: The Complete Series,Jill Lang,,January 13th 2015,222,Lang Publishing,
Forever His,Shelly Thacker,Science Fiction;Time Travel;Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fantasy;Paranormal,December 2011,384,,
Trust In Me,Lori Toland,Romance;M M Romance;Contemporary;Romance,May 3rd 2011,78,Loose Id; LLC,
Breathless,Vanessa Marie,Romance;New Adult;Contemporary,November 11th 2014,330,House of Attitude,
Saving Sam,J.M. Northup;Simone Beaudelaire,War;Military;Romance;Contemporary;Romance;Contemporary Romance,February 20th 2015,191,Creativia,
Counting Stars,Alannah Carbonneau,Romance;Contemporary Romance;Romance;Contemporary,November 4th 2014,252,Createspace,English
Lovely Trigger,R.K. Lilley,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Erotica;Bdsm;New Adult;Romance;Erotic Romance;Adult;Drama;Love,March 10th 2014,356,Amazon Digital Services,
Stepbrother: Secret Baby,Ethan Cox,,March 26th 2015,26,Forbidden Pregnant Romance,
The Songbird's Seduction,Connie Brockway,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Audiobook,September 16th 2014,318,Montlake Romance,None
Wild Bride,Jill Sanders,Romance;Contemporary Romance;Romance;Westerns,December 29th 2014,244,Jill Sanders,
